genome_id,genome_name,freq,Domain,Genome.Name...Sample.Name,Phylum,Class,Order,Family,Genus,Species,Strain,Genome.Size
2597489910,Streptomyces sp. PVA 94-07,1,Bacteria,Streptomyces sp. PVA 94-07,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. PVA 94-07,PVA 94-07,7106149
2597489911,Streptomyces sp. GBA 94-10,1,Bacteria,Streptomyces sp. GBA 94-10,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. GBA 94-10,GBA 94-10,7224475
2597489953,Rhodococcus aetherivorans BCP1,4,Bacteria,Rhodococcus aetherivorans BCP1,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus aetherivorans,BCP1,6231823
2597490034,Streptomyces lividans 1326,2,Bacteria,Streptomyces lividans 1326,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces lividans,1326,8496762
2597490081,Streptomyces sp. AW19M42,2,Bacteria,Streptomyces sp. AW19M42,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. AW19M42,AW19M42,7998025
2597490086,Rhodococcus erythropolis R138,5,Bacteria,Rhodococcus erythropolis R138,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,R138,6776569
2597490150,Corynebacterium sp. 6931,2,Bacteria,Corynebacterium sp. 6931,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. ATCC 6931,6931,2471920
2597490159,Corynebacterium imitans DSM 44264,2,Bacteria,Corynebacterium imitans DSM 44264,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium imitans,DSM 44264,2565321
2597490168,Amycolatopsis methanolica 239,1,Bacteria,Amycolatopsis methanolica 239,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis methanolica,239,7237391
2597490182,Streptomyces lividans TK24,2,Bacteria,Streptomyces lividans TK24,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces lividans,TK24,8345283
2597490209,Corynebacterium ureicelerivorans IMMIB RIV-2301,2,Bacteria,Corynebacterium ureicelerivorans IMMIB RIV-2301,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ureicelerivorans,IMMIB RIV-2301,2328278
2597490290,Rhodococcus erythropolis JCM 6824,5,Bacteria,Rhodococcus erythropolis JCM 6824,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,JCM 6824,7004194
2597490360,Corynebacterium humireducens NBRC 106098 Genome sequencing,2,Bacteria,Corynebacterium humireducens NBRC 106098 Genome sequencing,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium humireducens,MFC-5,2681312
2597490365,Saccharopolyspora hirsuta ATCC 20501,1,Bacteria,Saccharopolyspora hirsuta ATCC 20501,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora hirsuta,ATCC 20501,7744048
2599185150,Saccharopolyspora flava DSM 44771,1,Bacteria,Saccharopolyspora flava DSM 44771,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora flava,DSM 44771,6291299
2599185219,"Corynebacterium spheniscorum J11, PG 39",2,Bacteria,"Corynebacterium spheniscorum J11, PG 39",Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium spheniscorum,"J11, PG 39",2455506
2599185266,Corynebacterium cystitidis DSM 20524,2,Bacteria,Corynebacterium cystitidis DSM 20524,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium cystitidis,DSM 20524,2948772
2600254920,Corynebacterium singulare IBS B52218 genome sequencing,2,Bacteria,Corynebacterium singulare IBS B52218 genome sequencing,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium singulare,IBS B52218,2830519
2600254956,Mycobacterium simiae ATCC 25275,1,Bacteria,Mycobacterium simiae ATCC 25275,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium simiae,ATCC 25275,5694460
2600254958,Mycobacterium bovis BCG Moreau,1,Bacteria,Mycobacterium bovis BCG Moreau,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis,BCG Moreau,4155183
2600254961,Tetrasphaera elongata DSM 14184,1,Bacteria,Tetrasphaera elongata DSM 14184,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Tetrasphaera,Tetrasphaera elongata,Lp2,3157491
2600255031,Mycobacterium bovis BCG Phipps,1,Bacteria,Mycobacterium bovis BCG Phipps,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis,BCG Phipps,4129043
2600255034,Mycobacterium bovis BCG Glaxo,1,Bacteria,Mycobacterium bovis BCG Glaxo,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis,BCG Glaxo,4202225
2600255095,Corynebacterium ihumii GD7,2,Bacteria,Corynebacterium ihumii GD7,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ihumii GD7,GD7,2240769
2600255104,Actinomyces urogenitalis S6-C4,1,Bacteria,Actinomyces urogenitalis S6-C4,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces urogenitalis,S6-C4,2713444
2600255107,Actinomyces sp. S6-Spd3,1,Bacteria,Actinomyces sp. S6-Spd3,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp.,S6-Spd3,2091011
2600255108,Actinomyces sp. S4-C9,1,Bacteria,Actinomyces sp. S4-C9,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp.,S4-C9,1955632
2600255117,Corynebacterium freneyi DNF00450,2,Bacteria,Corynebacterium freneyi DNF00450,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium freneyi,DNF00450,3042317
2600255126,Rhodococcus sp. AW25M09,3,Bacteria,Rhodococcus sp. AW25M09,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus sp. AW25M09,AW25M09,5642031
2600255151,Turicella otitidis ATCC 51513,1,Bacteria,Turicella otitidis ATCC 51513,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Turicella,Turicella otitidis,ATCC 51513,2077086
2600255158,Mycobacterium neoaurum ATCC 25795,2,Bacteria,Mycobacterium neoaurum ATCC 25795,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium neoaurum,ATCC 25795,5504703
2600255261,Corynebacterium deserti GIMN1.010,2,Bacteria,Corynebacterium deserti GIMN1.010,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium deserti,GIMN1.010,3033893
2600255293,Geodermatophilus sp. DSM 44208,1,Bacteria,Geodermatophilus sp. DSM 44208,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus sp. DSM 44208,DSM 44208,4690050
2602041572,Streptomyces niveus NCIMB 11891,2,Bacteria,Streptomyces niveus NCIMB 11891,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces niveus,NCIMB 11891,8726876
2602041573,Mycobacterium sp. 012931,1,Bacteria,Mycobacterium sp. 012931,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 012931,012931,5759365
2602041601,Corynebacterium pseudodiphtheriticum 090104,1,Bacteria,Corynebacterium pseudodiphtheriticum 090104,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudodiphtheriticum,90104,2328061
2602041637,Corynebacterium tuscaniense DNF00037,2,Bacteria,Corynebacterium tuscaniense DNF00037,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium tuscaniense,DNF00037,2227780
2602041786,Streptomyces sp. R1-NS-10,3,Bacteria,Streptomyces sp. R1-NS-10,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. R1-NS-10,R1-NS-10,11828360
2602041924,Mycobacterium tuberculosis BTB07-299,1,Bacteria,Mycobacterium tuberculosis BTB07-299,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB07-299,4396161
2602041925,Mycobacterium tuberculosis BTB09-085,1,Bacteria,Mycobacterium tuberculosis BTB09-085,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB09-085,4393405
2602041926,Mycobacterium tuberculosis BTB10-258,1,Bacteria,Mycobacterium tuberculosis BTB10-258,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB10-258,4383048
2602041928,Mycobacterium tuberculosis BTB12-304,1,Bacteria,Mycobacterium tuberculosis BTB12-304,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB12-304,4392047
2602041956,Mycobacterium tuberculosis TB_RSA86,1,Bacteria,Mycobacterium tuberculosis TB_RSA86,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TB_RSA86,4410691
2602041962,Mycobacterium tuberculosis BTB08-014,1,Bacteria,Mycobacterium tuberculosis BTB08-014,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB08-014,4396961
2602041964,Mycobacterium tuberculosis BTB08-072,1,Bacteria,Mycobacterium tuberculosis BTB08-072,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB08-072,4401586
2602041967,Mycobacterium tuberculosis BTB10-005,1,Bacteria,Mycobacterium tuberculosis BTB10-005,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB10-005,4401203
2602041968,Mycobacterium tuberculosis BTB10-295,1,Bacteria,Mycobacterium tuberculosis BTB10-295,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB10-295,4411497
2602041973,Mycobacterium tuberculosis BTB13-001,1,Bacteria,Mycobacterium tuberculosis BTB13-001,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB13-001,4424867
2602041997,Mycobacterium tuberculosis BTB07-126,1,Bacteria,Mycobacterium tuberculosis BTB07-126,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB07-126,4394782
2602041998,Mycobacterium tuberculosis BTB07-243,1,Bacteria,Mycobacterium tuberculosis BTB07-243,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB07-243,4399711
2602042005,Mycobacterium tuberculosis BTB08-001,1,Bacteria,Mycobacterium tuberculosis BTB08-001,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB08-001,4404779
2602042009,Mycobacterium tuberculosis BTB09-553,1,Bacteria,Mycobacterium tuberculosis BTB09-553,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB09-553,4398058
2602042068,Curtobacterium sp. 9128,1,Bacteria,Curtobacterium sp. 9128,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp. 9128,9128,3943501
2602042089,Streptomyces noursei ATCC 11455 Genome sequencing,1,Bacteria,Streptomyces noursei ATCC 11455 Genome sequencing,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces noursei,ATCC 11455,9815884
2603879503,Mycobacterium tuberculosis BTB11-250,1,Bacteria,Mycobacterium tuberculosis BTB11-250,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB11-250,4393787
2603879504,Mycobacterium tuberculosis BTB12-054,1,Bacteria,Mycobacterium tuberculosis BTB12-054,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB12-054,4397463
2603879510,Mycobacterium tuberculosis TRUG0081,1,Bacteria,Mycobacterium tuberculosis TRUG0081,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TRUG0081,4389509
2603879517,Mycobacterium tuberculosis TB_RSA113,1,Bacteria,Mycobacterium tuberculosis TB_RSA113,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TB_RSA113,4372351
2603879528,Mycobacterium tuberculosis TB_RSA30,1,Bacteria,Mycobacterium tuberculosis TB_RSA30,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TB_RSA30,4395024
2603879534,Mycobacterium tuberculosis TB_RSA85,1,Bacteria,Mycobacterium tuberculosis TB_RSA85,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TB_RSA85,4406035
2603879606,Mycobacterium tuberculosis BTB11-195,1,Bacteria,Mycobacterium tuberculosis BTB11-195,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB11-195,4397331
2603879624,Mycobacterium tuberculosis TB_RSA182,1,Bacteria,Mycobacterium tuberculosis TB_RSA182,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TB_RSA182,4386278
2603879707,Mycobacterium tuberculosis BTB07-300,1,Bacteria,Mycobacterium tuberculosis BTB07-300,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB07-300,4394117
2603879708,Mycobacterium tuberculosis BTB08-183,1,Bacteria,Mycobacterium tuberculosis BTB08-183,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB08-183,4394398
2603879718,Mycobacterium tuberculosis BTB12-046,1,Bacteria,Mycobacterium tuberculosis BTB12-046,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB12-046,4410641
2603879727,Mycobacterium tuberculosis TRUG0030,1,Bacteria,Mycobacterium tuberculosis TRUG0030,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TRUG0030,4410818
2603879836,Mycobacterium tuberculosis TRUG0002,1,Bacteria,Mycobacterium tuberculosis TRUG0002,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TRUG0002,4377358
2603879859,Mycobacterium tuberculosis BTB07-070,1,Bacteria,Mycobacterium tuberculosis BTB07-070,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB07-070,4399294
2603879861,Mycobacterium tuberculosis BTB07-261,1,Bacteria,Mycobacterium tuberculosis BTB07-261,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB07-261,4398521
2603879937,Mycobacterium tuberculosis BTB10-406,1,Bacteria,Mycobacterium tuberculosis BTB10-406,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB10-406,4395288
2603879938,Mycobacterium tuberculosis BTB10-422,1,Bacteria,Mycobacterium tuberculosis BTB10-422,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB10-422,4420318
2603879941,Mycobacterium tuberculosis TRUG0009,1,Bacteria,Mycobacterium tuberculosis TRUG0009,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TRUG0009,4412572
2603879947,Mycobacterium tuberculosis TB_RSA101,1,Bacteria,Mycobacterium tuberculosis TB_RSA101,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TB_RSA101,4396870
2603879960,Mycobacterium tuberculosis TB_RSA28,1,Bacteria,Mycobacterium tuberculosis TB_RSA28,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TB_RSA28,4370251
2603880043,Mycobacterium tuberculosis BTB07-354,1,Bacteria,Mycobacterium tuberculosis BTB07-354,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB07-354,4418354
2603880049,Mycobacterium tuberculosis BTB11-207,1,Bacteria,Mycobacterium tuberculosis BTB11-207,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,BTB11-207,4433569
2603880055,Mycobacterium tuberculosis TRUG0038,1,Bacteria,Mycobacterium tuberculosis TRUG0038,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TRUG0038,4391865
2603880073,Mycobacterium tuberculosis TB_RSA57,1,Bacteria,Mycobacterium tuberculosis TB_RSA57,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TB_RSA57,4499572
2603880163,Corynebacterium spheniscorum PG 39 Genome sequencing,2,Bacteria,Corynebacterium spheniscorum PG 39 Genome sequencing,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium spheniscorum,"J11, PG 39",3173964
2606217140,Mycobacterium tuberculosis 2104HD,1,Bacteria,Mycobacterium tuberculosis 2104HD,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,2104HD,4411569
2606217150,Mycobacterium tuberculosis XTB13-223,1,Bacteria,Mycobacterium tuberculosis XTB13-223,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,XTB13-223,5083913
2606217172,Mycobacterium tuberculosis 1429BH,1,Bacteria,Mycobacterium tuberculosis 1429BH,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1429BH,4417210
2606217189,Streptomyces sp. 2AW,1,Bacteria,Streptomyces sp. 2AW,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 2AW,2AW,9449583
2606217205,Corynebacterium kutscheri DSM 20755 Genome Sequencing,2,Bacteria,Corynebacterium kutscheri DSM 20755 Genome Sequencing,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium kutscheri,DSM 20755,2354065
2606217206,Corynebacterium camporealensis DSM 44610 Genome Sequencing,3,Bacteria,Corynebacterium camporealensis DSM 44610 Genome Sequencing,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium camporealensis,DSM 44610,2451810
2609459726,Arthrobacter sp. OV118,1,Bacteria,Arthrobacter sp. OV118,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp. OV118,OV118,4453182
2609459738,Arthrobacter sp. OV407,1,Bacteria,Arthrobacter sp. OV407,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp. OV407,OV407,4264397
2609459763,Streptomyces sp. CF124,2,Bacteria,Streptomyces sp. CF124,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CF124,CF124,9995208
2609459768,Arthrobacter sp. OK362,1,Bacteria,Arthrobacter sp. OK362,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp. OK362,OK362,4713489
2609459842,Mycobacterium gastri 'Wayne',1,Bacteria,Mycobacterium gastri 'Wayne',Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium gastri,'Wayne',6001617
2609460021,"Streptomyces avermitilis MA-4680, NBRC 14893",2,Bacteria,"Streptomyces avermitilis MA-4680, NBRC 14893",Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces avermitilis,"MA-4680, NBRC 14893",10430651
2609460105,Streptomyces rimosus R6-500MV9,2,Bacteria,Streptomyces rimosus R6-500MV9,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces rimosus,R6-500MV9,8197540
2609460149,Amycolatopsis mediterranei DSM 46096 (contamination screened),1,Bacteria,Amycolatopsis mediterranei DSM 46096 (contamination screened),Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,DSM 46096,10286173
2609460172,Rhodococcus opacus R7,5,Bacteria,Rhodococcus opacus R7,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus opacus,R7,10118052
2609460180,Rothia dentocariosa C6D,1,Bacteria,Rothia dentocariosa C6D,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia dentocariosa,C6D,2639435
2609460181,Rothia dentocariosa C6B,1,Bacteria,Rothia dentocariosa C6B,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia dentocariosa,C6B,2644345
2609460250,Streptomyces rimosus R6-500,2,Bacteria,Streptomyces rimosus R6-500,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces rimosus,R6-500,8876290
2609460256,Rhodococcus fascians A22b,3,Bacteria,Rhodococcus fascians A22b,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus fascians,A22b,5905165
2609460330,Mycobacterium farcinogenes DSM 43637,2,Bacteria,Mycobacterium farcinogenes DSM 43637,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium farcinogenes,DSM 43637,6062162
2615840540,Streptomyces sp. OK210,1,Bacteria,Streptomyces sp. OK210,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. OK210,OK210,8088436
2615840541,Streptomyces sp. CF386,1,Bacteria,Streptomyces sp. CF386,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CF386,CF386,10622898
2615840623,Gordonia sp. V-85,1,Bacteria,Gordonia sp. V-85,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia sp. V-85,V-85,5439079
2615840625,Rhodococcus enclensis NIO-1009,5,Bacteria,Rhodococcus enclensis NIO-1009,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus enclensis,NIO-1009,7478744
2615840635,Streptomyces sp. YR375,3,Bacteria,Streptomyces sp. YR375,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. YR375,YR375,9070480
2615840652,Corynebacterium epidermidicanis DSM 45586 Genome Sequencing,2,Bacteria,Corynebacterium epidermidicanis DSM 45586 Genome Sequencing,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium epidermidicanis,"410,DSM 45586,LMG 26322,CCUG 60915",2692072
2615840659,Corynebacterium testudinoris DSM 44614 Genome Sequencing,2,Bacteria,Corynebacterium testudinoris DSM 44614 Genome Sequencing,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium testudinoris,DSM 44614,2721226
2615840660,Corynebacterium uterequi DSM 45634 Genome Sequencing,2,Bacteria,Corynebacterium uterequi DSM 45634 Genome Sequencing,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium uterequi,DSM 45634,2419437
2615840696,Arthrobacter enclensis NIO-1008,1,Bacteria,Arthrobacter enclensis NIO-1008,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter enclensis,NIO-1008,4226231
2616644814,Streptomyces mirabilis OK461,2,Bacteria,Streptomyces mirabilis OK461,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces mirabilis,OK461,11555299
2616644843,Curtobacterium sp. YR515,1,Bacteria,Curtobacterium sp. YR515,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp. YR515,YR515,3831031
2616644847,Actinokineospora terrae DSM 44260,1,Bacteria,Actinokineospora terrae DSM 44260,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinokineospora,Actinokineospora terrae,DSM 44260,7588185
2616645010,Arthrobacter indicum NIO-1057,1,Bacteria,Arthrobacter indicum NIO-1057,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter indicum,NIO-1057,3541821
2617270780,Micrococcus terreus CGMCC 1.7054,1,Bacteria,Micrococcus terreus CGMCC 1.7054,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus terreus,CGMCC 1.7054,3087520
2617270786,Nocardioides terrae CGMCC 1.7056,1,Bacteria,Nocardioides terrae CGMCC 1.7056,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides terrae,CGMCC 1.7056,3921832
2617270851,Corynebacterium amycolatum DSM 6922 Genome Sequencing,2,Bacteria,Corynebacterium amycolatum DSM 6922 Genome Sequencing,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium amycolatum,DSM 6922,2474946
2617270853,Corynebacterium xerosis DSM 20743 Genome Sequencing,1,Bacteria,Corynebacterium xerosis DSM 20743 Genome Sequencing,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium xerosis,DSM 20743,2696226
2617270899,Micromonospora zamorensis DSM 45600,1,Bacteria,Micromonospora zamorensis DSM 45600,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,Micromonospora zamorensis,DSM 45600,7095932
2617271037,Rhodococcus erythropolis TUHH-12,5,Bacteria,Rhodococcus erythropolis TUHH-12,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,TUHH-12,7430810
