"taxon_oid"	"Domain"	"Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Species"	"NCBI.Taxon.ID"	"NCBI.Project.ID"	"JGI.Project.ID...ITS.PID"	"Strain"	"Ecosystem"	"Ecosystem.Category"	"Ecotype"	"Genome.Size"	"Gene.Count"	"X"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
2588254102	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL010117"	"Broad Institute"	2588254102	"Mycobacterium tuberculosis"	1354157	0	0	"MAL010117"	""	""	NA	4415210	4076	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254103	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL010124"	"Broad Institute"	2588254103	"Mycobacterium tuberculosis"	1354159	0	0	"MAL010124"	""	""	NA	4410727	4072	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254104	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL010130"	"Broad Institute"	2588254104	"Mycobacterium tuberculosis"	1354160	0	0	"MAL010130"	""	""	NA	4415755	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254105	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020138"	"Broad Institute"	2588254105	"Mycobacterium tuberculosis"	1354122	0	0	"MAL020138"	""	""	NA	4405612	4070	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254106	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020136"	"Broad Institute"	2588254106	"Mycobacterium tuberculosis"	1354141	0	0	"MAL020136"	""	""	NA	4386449	4039	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254107	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020132"	"Broad Institute"	2588254107	"Mycobacterium tuberculosis"	1354140	0	0	"MAL020132"	""	""	NA	4400529	4066	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254108	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020110"	"Broad Institute"	2588254108	"Mycobacterium tuberculosis"	1354137	0	0	"MAL020110"	""	""	NA	4399188	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254109	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020102"	"Broad Institute"	2588254109	"Mycobacterium tuberculosis"	1354156	0	0	"MAL020102"	""	""	NA	4401469	4074	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254110	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL010134"	"Broad Institute"	2588254110	"Mycobacterium tuberculosis"	1354155	0	0	"MAL010134"	""	""	NA	4393410	4065	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254111	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020160"	"Broad Institute"	2588254111	"Mycobacterium tuberculosis"	1354133	0	0	"MAL020160"	""	""	NA	4384675	4089	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254112	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020167"	"Broad Institute"	2588254112	"Mycobacterium tuberculosis"	1354135	0	0	"MAL020167"	""	""	NA	4362926	4045	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254113	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020141"	"Broad Institute"	2588254113	"Mycobacterium tuberculosis"	1354123	0	0	"MAL020141"	""	""	NA	4410028	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254114	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020142"	"Broad Institute"	2588254114	"Mycobacterium tuberculosis"	1354124	0	0	"MAL020142"	""	""	NA	4411163	4071	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254115	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020146"	"Broad Institute"	2588254115	"Mycobacterium tuberculosis"	1354127	0	0	"MAL020146"	""	""	NA	4408360	4081	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254116	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020147"	"Broad Institute"	2588254116	"Mycobacterium tuberculosis"	1354128	0	0	"MAL020147"	""	""	NA	4408364	4083	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254117	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020150"	"Broad Institute"	2588254117	"Mycobacterium tuberculosis"	1354129	0	0	"MAL020150"	""	""	NA	4407536	4072	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254118	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020152"	"Broad Institute"	2588254118	"Mycobacterium tuberculosis"	1354130	0	0	"MAL020152"	""	""	NA	4405889	4071	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254119	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020156"	"Broad Institute"	2588254119	"Mycobacterium tuberculosis"	1354131	0	0	"MAL020156"	""	""	NA	4411391	4074	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254120	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020157"	"Broad Institute"	2588254120	"Mycobacterium tuberculosis"	1354132	0	0	"MAL020157"	""	""	NA	4404599	4074	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254121	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020174"	"Broad Institute"	2588254121	"Mycobacterium tuberculosis"	1354142	0	0	"MAL020174"	""	""	NA	4414850	4082	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254122	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020172"	"Broad Institute"	2588254122	"Mycobacterium tuberculosis"	1354136	0	0	"MAL020172"	""	""	NA	4405239	4068	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254123	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020182"	"Broad Institute"	2588254123	"Mycobacterium tuberculosis"	1354121	0	0	"MAL020182"	""	""	NA	4399284	4065	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254124	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020186"	"Broad Institute"	2588254124	"Mycobacterium tuberculosis"	1354101	0	0	"MAL020186"	""	""	NA	4417198	4077	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254125	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020195"	"Broad Institute"	2588254125	"Mycobacterium tuberculosis"	1354106	0	0	"MAL020195"	""	""	NA	4396459	4064	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254127	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020193"	"Broad Institute"	2588254127	"Mycobacterium tuberculosis"	1354104	0	0	"MAL020193"	""	""	NA	4369169	4037	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254128	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020194"	"Broad Institute"	2588254128	"Mycobacterium tuberculosis"	1354105	0	0	"MAL020194"	""	""	NA	4398645	4076	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254129	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020187"	"Broad Institute"	2588254129	"Mycobacterium tuberculosis"	1354102	0	0	"MAL020187"	""	""	NA	4412131	4081	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254130	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020197"	"Broad Institute"	2588254130	"Mycobacterium tuberculosis"	1354108	0	0	"MAL020197"	""	""	NA	4396502	4071	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254131	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020196"	"Broad Institute"	2588254131	"Mycobacterium tuberculosis"	1354107	0	0	"MAL020196"	""	""	NA	4426774	4086	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254132	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020199"	"Broad Institute"	2588254132	"Mycobacterium tuberculosis"	1354109	0	0	"MAL020199"	""	""	NA	4409255	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254133	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020200"	"Broad Institute"	2588254133	"Mycobacterium tuberculosis"	1354110	0	0	"MAL020200"	""	""	NA	4379871	4063	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254134	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020201"	"Broad Institute"	2588254134	"Mycobacterium tuberculosis"	1354111	0	0	"MAL020201"	""	""	NA	4429794	4088	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254135	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020202"	"Broad Institute"	2588254135	"Mycobacterium tuberculosis"	1354112	0	0	"MAL020202"	""	""	NA	4401354	4064	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254136	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020205"	"Broad Institute"	2588254136	"Mycobacterium tuberculosis"	1354113	0	0	"MAL020205"	""	""	NA	4411385	4071	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254137	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020206"	"Broad Institute"	2588254137	"Mycobacterium tuberculosis"	1354114	0	0	"MAL020206"	""	""	NA	4403881	4069	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254138	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020208"	"Broad Institute"	2588254138	"Mycobacterium tuberculosis"	1354115	0	0	"MAL020208"	""	""	NA	4415967	4077	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254139	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020209"	"Broad Institute"	2588254139	"Mycobacterium tuberculosis"	1354116	0	0	"MAL020209"	""	""	NA	4413224	4075	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254140	"Bacteria"	"Permanent Draft"	"TB-ARC - Mali"	"Mycobacterium tuberculosis MAL020211"	"Broad Institute"	2588254140	"Mycobacterium tuberculosis"	1354117	0	0	"MAL020211"	""	""	NA	4405817	4068	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254141	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-9"	"Broad Institute"	2588254141	"Mycobacterium tuberculosis"	1402586	0	0	""	""	""	NA	4396702	4081	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254142	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-1"	"Broad Institute"	2588254142	"Mycobacterium tuberculosis"	1402583	0	0	""	""	""	NA	4397064	4082	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254144	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0058"	"Broad Institute"	2588254144	"Mycobacterium tuberculosis"	1400909	0	0	"KT-0058"	""	""	NA	4375917	4061	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254145	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0053"	"Broad Institute"	2588254145	"Mycobacterium tuberculosis"	1400904	0	0	"KT-0053"	""	""	NA	4382120	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254146	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0048"	"Broad Institute"	2588254146	"Mycobacterium tuberculosis"	1400899	0	0	"KT-0048"	""	""	NA	4371885	4083	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254148	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0045"	"Broad Institute"	2588254148	"Mycobacterium tuberculosis"	1400897	0	0	"KT-0045"	""	""	NA	4401554	4086	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254153	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0026"	"Broad Institute"	2588254153	"Mycobacterium tuberculosis"	1400887	0	0	"KT-0026"	""	""	NA	4385326	4077	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254155	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0022"	"Broad Institute"	2588254155	"Mycobacterium tuberculosis"	1400884	0	0	"KT-0022"	""	""	NA	4413275	4085	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254170	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis Haarlem"	"Broad Institute"	2588254170	"Mycobacterium tuberculosis"	395095	0	0	"Haarlem"	"Host-associated"	""	NA	4391866	4064	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254171	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis Erdman"	"Broad Institute"	2588254171	"Mycobacterium tuberculosis"	652616	0	0	"Erdman"	"Host-associated"	"Human"	NA	4417384	4082	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"
2588254172	"Bacteria"	"Permanent Draft"	"Actinotalea ferrariae CF5-4 Genome sequencing"	"Actinotalea ferrariae CF5-4"	"Huazhong Agricultural University"	2588254172	"Actinotalea ferrariae"	948458	0	0	"CF5-4"	""	""	NA	3987077	3653	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Cellulomonadaceae"	"Actinotalea"
2588254177	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-32"	"Broad Institute"	2588254177	"Mycobacterium tuberculosis"	1402601	0	0	""	""	""	NA	4418244	4091	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254180	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-29"	"Broad Institute"	2588254180	"Mycobacterium tuberculosis"	1402598	0	0	""	""	""	NA	4408305	4084	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254182	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-23"	"Broad Institute"	2588254182	"Mycobacterium tuberculosis"	1402593	0	0	""	""	""	NA	4394175	4066	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254183	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-22"	"Broad Institute"	2588254183	"Mycobacterium tuberculosis"	1402592	0	0	""	""	""	NA	4441668	4118	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254184	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-21"	"Broad Institute"	2588254184	"Mycobacterium tuberculosis"	1402591	0	0	""	""	""	NA	4400473	4075	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254185	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-20"	"Broad Institute"	2588254185	"Mycobacterium tuberculosis"	1402590	0	0	""	""	""	NA	4415002	4093	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254187	"Bacteria"	"Permanent Draft"	"TB-ARC - Taiwan"	"Mycobacterium tuberculosis OFXR-17"	"Broad Institute"	2588254187	"Mycobacterium tuberculosis"	1402587	0	0	""	""	""	NA	4405946	4080	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254232	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0089"	"Broad Institute"	2588254232	"Mycobacterium tuberculosis"	1400927	0	0	"KT-0089"	""	""	NA	4416615	4088	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254235	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0083"	"Broad Institute"	2588254235	"Mycobacterium tuberculosis"	1400924	0	0	"KT-0083"	""	""	NA	4412260	4096	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254236	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0080"	"Broad Institute"	2588254236	"Mycobacterium tuberculosis"	1400923	0	0	"KT-0080"	""	""	NA	4376469	4062	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2588254242	"Bacteria"	"Permanent Draft"	"TB-ARC - CDRC Alland"	"Mycobacterium tuberculosis KT-0064"	"Broad Institute"	2588254242	"Mycobacterium tuberculosis"	1400912	0	0	"KT-0064"	""	""	NA	4373529	4065	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828599	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0022"	"Broad Institute"	2590828599	"Mycobacterium tuberculosis"	1397917	0	0	"TKK_04_0022"	""	""	NA	4394573	4062	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828600	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0020"	"Broad Institute"	2590828600	"Mycobacterium tuberculosis"	1397927	0	0	"TKK_04_0020"	""	""	NA	4426180	4084	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828603	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0015"	"Broad Institute"	2590828603	"Mycobacterium tuberculosis"	1397912	0	0	"TKK_04_0015"	""	""	NA	4410170	4080	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828605	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0013"	"Broad Institute"	2590828605	"Mycobacterium tuberculosis"	1397926	0	0	"TKK_04_0013"	""	""	NA	4402500	4074	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828606	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0008"	"Broad Institute"	2590828606	"Mycobacterium tuberculosis"	1397925	0	0	"TKK_04_0008"	""	""	NA	4403287	4088	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828607	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0007"	"Broad Institute"	2590828607	"Mycobacterium tuberculosis"	1397924	0	0	"TKK_04_0007"	""	""	NA	4399809	4080	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828609	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0005"	"Broad Institute"	2590828609	"Mycobacterium tuberculosis"	1397923	0	0	"TKK_04_0005"	""	""	NA	4425022	4091	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828611	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_03_0082"	"Broad Institute"	2590828611	"Mycobacterium tuberculosis"	1397906	0	0	"TKK_03_0082"	""	""	NA	4401349	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828612	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_03_0081"	"Broad Institute"	2590828612	"Mycobacterium tuberculosis"	1397905	0	0	"TKK_03_0081"	""	""	NA	4400490	4076	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828615	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_03_0036"	"Broad Institute"	2590828615	"Mycobacterium tuberculosis"	1397901	0	0	"TKK_03_0036"	""	""	NA	4396121	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828617	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_03_0033"	"Broad Institute"	2590828617	"Mycobacterium tuberculosis"	1397899	0	0	"TKK_03_0033"	""	""	NA	4420495	4102	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828618	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_03_0030"	"Broad Institute"	2590828618	"Mycobacterium tuberculosis"	1397896	0	0	"TKK_03_0030"	""	""	NA	4417970	4071	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828619	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_03_0029"	"Broad Institute"	2590828619	"Mycobacterium tuberculosis"	1397895	0	0	"TKK_03_0029"	""	""	NA	4403829	4089	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828623	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_03_0020"	"Broad Institute"	2590828623	"Mycobacterium tuberculosis"	1397890	0	0	"TKK_03_0020"	""	""	NA	4409614	4093	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828624	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_03_0018"	"Broad Institute"	2590828624	"Mycobacterium tuberculosis"	1397889	0	0	"TKK_03_0018"	""	""	NA	4428897	4101	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828625	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0077"	"Broad Institute"	2590828625	"Mycobacterium tuberculosis"	1397887	0	0	"TKK_02_0077"	""	""	NA	4406464	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828626	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0073"	"Broad Institute"	2590828626	"Mycobacterium tuberculosis"	1397886	0	0	"TKK_02_0073"	""	""	NA	4410153	4089	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828628	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0069"	"Broad Institute"	2590828628	"Mycobacterium tuberculosis"	1397883	0	0	"TKK_02_0069"	""	""	NA	4416399	4095	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
